id_origine,name,accuracy,remaining geometry
1341,Bois de Communay et Marennes - 112 - UtagawaVTT.com,0.0,[('SRID=4326;LINESTRING EMPTY',)]
1371,Monts du Lyonnais - Viree des Grands Ducs - 1207 - UtagawaVTT.com,0.08068626968338943,[('SRID=4326;MULTILINESTRING((4.424828218989876 45.80723055496375,4.424156 45.808889,4.424106371295137 45.80905965309041),(4.39489638687158 45.815648867334474,4.394874 45.815639,4.394224 45.815471,4.393823 45.815073,4.393341 45.814227,4.39248 45.813568,4.391701 45.813402,4.390476 45.813334,4.390315 45.812482,4.390578322216701 45.81208917505378),(4.393398893693689 45.810311298493055,4.393499 45.809859,4.393616 45.809542,4.394064 45.809489,4.394026165078551 45.80938627995625),(4.386375968280183 45.795567102105046,4.386402 45.795544,4.387561 45.795568,4.388263 45.79542,4.38851 45.795146,4.388426 45.794607,4.388571 45.793345,4.389500583052957 45.79368869641613),(4.41160060910761 45.79408997437966,4.411289 45.793602,4.411138 45.79302,4.411366 45.792251,4.411302338867801 45.79220861296768),(4.415107258411698 45.78653594712845,4.415454 45.786371,4.415682 45.785601,4.416656073201208 45.7851062479681),(4.41677688500762 45.7797219419763,4.416795 45.779326,4.415999 45.778666,4.415197 45.77787,4.414385 45.776805,4.413639 45.775784,4.413495 45.775382,4.413032 45.775031,4.412998 45.774131,4.412988 45.773861,4.41336 45.773495,4.412971899307423 45.772985498351865),(4.4288024991217 45.769607256123855,4.429942 45.769902,4.431023 45.769567,4.431653 45.76924,4.432813 45.769308,4.43357 45.768934,4.434409427859555 45.76893472520766),(4.456022657716911 45.71666932128344,4.456626 45.716482,4.457393 45.716377,4.45797 45.716366,4.459175 45.715938,4.460252 45.715558,4.46088 45.715186,4.461244 45.714639,4.461421 45.714231,4.461145 45.713741,4.460491 45.713438,4.460162 45.71322,4.459384218759846 45.712904856599984),(4.459326801578984 45.71142318537959,4.459585273952785 45.71139916615406),(4.4615081155629 45.71201461510981,4.461725 45.71211,4.462363 45.712008,4.462858 45.711504,4.463562 45.711445,4.464334 45.711476,4.4650313996334 45.71181113926827))',)]
1392,Le belvedere de Roche Berland - 12507 - UtagawaVTT.com,0.0011919091821440413,[('SRID=4326;LINESTRING(5.768371715495023 44.95308449010336,5.767993894180718 44.9527511872695)',)]
11,Coteau de Marennes - 103 - UtagawaVTT.com,0.0088885606544857,[('SRID=4326;LINESTRING(4.918784907322023 45.606796122591476,4.9185276 45.6067157,4.9182916 45.6066298,4.9180555 45.6066298,4.9168611030207 45.60710761816645)',)]
12,Boucle Vercors depuis Grenoble - Col des 2 Soeurs - 10629 - UtagawaVTT.com,0.013078432514469777,[('SRID=4326;MULTILINESTRING((5.644423447604594 45.022005648614446,5.641675331002975 45.01806582334264),(5.550135787639723 45.07076328420031,5.549907033662386 45.070832522132044),(5.549907033662386 45.070832522132044,5.549879037 45.070840996,5.549938834776082 45.070902199305515),(5.549938834776082 45.070902199305515,5.550010968 45.070976028,5.550189662908953 45.07100962307269),(5.550209536121084 45.07107256993954,5.550184976 45.07108801,5.550033012 45.071035959,5.549938834776082 45.070902199305515),(5.549938834776082 45.070902199305515,5.549899992 45.070847031,5.549907033662386 45.070832522132044),(5.549907033662386 45.070832522132044,5.549967969 45.070706969,5.550120712687132 45.070663191625805),(5.571042359088956 45.11002610622512,5.574878920235718 45.11428350281072))',)]
13,Entre Villard-de-Lans et Lans-en-Vercors - 10757 - UtagawaVTT.com,0.001761204515213298,[('SRID=4326;LINESTRING(5.56005727784911 45.0677439437379,5.560173523 45.067810603,5.560253738 45.067996765,5.559988618 45.068064323,5.559949898367984 45.06806611146275)',)]
87,Combes de Loire-sur-Rhone depuis Communay - 11096 - UtagawaVTT.com,0.0007186802017802748,[('SRID=4326;LINESTRING(4.81343569749185 45.597447148390145,4.813465727 45.59743884,4.813676166057757 45.59729623972361)',)]
907,Vertaco 2021 sans remontees - 34475 - UtagawaVTT.com,0.004511721933319295,[('SRID=4326;LINESTRING(5.535123341362562 45.19126472383991,5.535150608 45.191321801,5.535187656 45.191846173,5.535301231 45.192086063,5.535311289 45.192215061,5.535252448 45.192373144,5.535264434 45.192456376,5.535448752 45.192628037,5.535463337 45.192714287,5.535421176 45.192800956,5.535446992 45.193012096,5.535541456 45.193233881,5.535850263764211 45.193460421881625)',)]
1165,VTT de la Sure 2006 - 55 km - 741 - UtagawaVTT.com,0.0035488879178212046,[('SRID=4326;MULTILINESTRING((5.655904412 45.349007025,5.656073004648206 45.34925235408724),(5.65641285706332 45.3476673674786,5.656907978 45.348231951,5.65699649 45.347879576,5.657163374 45.347778406,5.657360265 45.347915534,5.657480955386142 45.347992309907845))',)]
1255,Grenoble - St Nizier - Lans A/R - 9741 - UtagawaVTT.com,0.0,[('SRID=4326;LINESTRING EMPTY',)]
1293,Rando du comite des fetes de Pisieu - 55 km - 10625 - UtagawaVTT.com,0.33543845128814076,[('SRID=4326;MULTILINESTRING((5.069748082061595 45.36914167803834,5.069751805 45.369132813,5.069874097 45.368946567,5.070026396 45.368146095,5.070106527 45.367970914,5.070217084 45.367376301,5.070138881 45.367144709,5.070170313 45.366921667,5.070112394 45.366719076,5.070016673 45.366537608,5.070279026 45.366637101,5.070467368 45.366804069,5.070545906 45.366998613,5.07206697 45.368191274,5.072577763 45.368974898,5.07273878 45.369127868,5.073572611 45.369664226,5.073890286 45.369719798,5.075155785 45.370315081,5.075416127 45.370233608,5.075465664 45.369838905,5.076033035 45.369401285,5.076285079 45.369441183,5.078347284635704 45.37083608946118),(5.078570539044819 45.36677188471931,5.078553725 45.36676107,5.077719307 45.366486227,5.077166772 45.366412718,5.075619891 45.366502069,5.075367009 45.366462003,5.075022765 45.366322277,5.074762926 45.366160842,5.074454891 45.366043076,5.073941164 45.365744932,5.07354998 45.365248136,5.073461216 45.365071781,5.073272958 45.364928618,5.071267001 45.364499465,5.070781438 45.36465277,5.070622936 45.365016377,5.070622265 45.365201617,5.070490502 45.365403537,5.070217839 45.365390629,5.070019271 45.365521638,5.069943331 45.365717942,5.069839396 45.365886586,5.069659688 45.366020277,5.068783276 45.364754191,5.068634832 45.364601891,5.06809026 45.363815501,5.067996802 45.363633865,5.068109287 45.363186607,5.068064043968497 45.36289081380976),(5.057028221299061 45.36472239525599,5.056945765 45.36491177,5.056767398 45.36505376,5.055761905 45.365422815,5.055484381 45.365466485,5.055209873 45.365441758,5.054453826 45.365714841,5.054195579 45.365724731,5.053566098 45.365564721,5.05334951 45.365449889,5.053093275 45.365417283,5.052424232 45.365434214,5.05158361 45.365241682,5.051013809 45.365286777,5.050757909 45.365232294,5.050523384 45.365106231,5.05045943 45.364921158,5.050506536 45.364739103,5.050625727 45.36456828,5.05066311 45.364375412,5.050616087 45.364181036,5.050244015 45.363809718,5.050175199 45.363585921,5.049686283 45.362803889,5.049589723 45.36237658,5.049474137 45.362147586,5.049265092 45.362040969,5.049080439 45.362199303,5.048867371 45.362305921,5.048348783 45.362409186,5.047278413646155 45.3638125358011),(5.04564498057736 45.365662479990036,5.046250708 45.366057996,5.046539214 45.366074676,5.048930319 45.366571136,5.051625939 45.367392898,5.051803133 45.367546789,5.052241003 45.36780973,5.052264472 45.368008297,5.052251229 45.368189095,5.052351728 45.368609279,5.05243253 45.36880793,5.052671833 45.369165,5.052896636 45.369345965,5.053104674 45.369459121,5.05330014 45.369619383,5.053340541 45.369798085,5.05354506 45.369929429,5.053546233 45.370112741,5.053307741277615 45.37028196910394),(5.049875446797478 45.37039170274739,5.046894606 45.369082773,5.046614483 45.369074224,5.042708265 45.367130963,5.0414484842559 45.36694529916959),(5.03981403320876 45.37044225596378,5.039681979 45.371134579,5.039644511 45.372138983,5.039588939 45.37231978,5.039347624 45.372731835,5.039197002 45.373334661,5.039212405325989 45.37350502747657),(5.039294551615562 45.37550336072284,5.039271517 45.376109239,5.03939406 45.376290791,5.03946648 45.37648743,5.039529115073698 45.37726472516258),(5.065222120273254 45.41721459097179,5.065460606 45.417648023,5.065679373 45.417762436,5.065721115 45.417963602,5.065961592 45.418042308,5.066287983 45.41798749,5.066577997 45.418006768,5.066825263 45.417898977,5.067094322 45.417837286,5.06729641 45.417690938,5.06732231 45.417484576,5.067376709 45.417302605,5.067495061 45.417093141,5.067980541 45.416618139,5.06821733 45.416524932,5.06847851 45.41652862,5.068736169 45.416587209,5.069564888 45.416595004,5.070024719 45.416378584,5.070140306 45.416548233,5.070221862 45.41673582,5.070233932 45.41693313,5.070330324 45.417117281,5.070515396 45.417242171,5.070627378 45.417421795,5.070680771 45.417610137,5.07084447 45.417750785,5.071161306 45.417771991,5.071372529 45.417876765,5.071603702 45.417769561,5.072528394 45.417894535,5.072755711 45.417791605,5.073010018 45.41776889,5.073253764 45.417675432,5.073468341 45.417506369,5.073721809 45.417429674,5.073905624 45.417287098,5.074155405 45.417189198,5.074364785 45.417042263,5.074607525 45.416959198,5.07610560433988 45.41597227285206),(5.079086117641317 45.41671858380215,5.079458803 45.416524932,5.079558631 45.416356036,5.079810172 45.416316222,5.080325911 45.416399622,5.080926474 45.415980695,5.081185559 45.415927889,5.081626615 45.415718006,5.081808334 45.415370828,5.081975386 45.415201513,5.082218125 45.414800607,5.082418537 45.414679991,5.082513085 45.414442867,5.082804859 45.414091833,5.083378432 45.414048163,5.083654029 45.414139694,5.084190387 45.414214628,5.085052466 45.414506905,5.085685467 45.414899597,5.086044129 45.415252559,5.086607309 45.415263288,5.087392107 45.416024281,5.087625878 45.41636182,5.087782368 45.416519819,5.08800189 45.416614283,5.088045392 45.41679441,5.088268938 45.416896837,5.088395001 45.417066738,5.088559035 45.417423891,5.08882273 45.417788504,5.088876374 45.417969218,5.088915266 45.418757703,5.089211315 45.419079568,5.08927837 45.419264138,5.089429915 45.419450635,5.089525469 45.419664877,5.089746919 45.419801166,5.090008602 45.419906108,5.090285037 45.419961596,5.090451334 45.420116829,5.090540517 45.420287233,5.090815863 45.42034599,5.091040498 45.420456212,5.091169998 45.42062276,5.091413325 45.420700125,5.091612982 45.420876229,5.091737118 45.421072366,5.091742901 45.421282416,5.091838203 45.421493389,5.09188137 45.421699164,5.092330173142102 45.42199778543122),(5.092711727002154 45.42590578095136,5.092900693 45.426561842,5.092823496 45.42697507,5.092684751021535 45.42720258519798),(5.093535869256273 45.42904627339633,5.093549753570064 45.42906539980366),(5.091787174901508 45.441752483307134,5.092906728 45.44184071,5.093156593 45.441765273,5.093700495 45.441786312,5.095827067 45.441140234,5.095995197548412 45.441122274905354),(5.105142220917768 45.437274383241,5.105355531 45.437148605,5.105905468 45.437124465,5.106531647184442 45.43642124617057),(5.109300135831495 45.43433308599031,5.109470375 45.434328429,5.109676486 45.434199432,5.109898774 45.434291884,5.110089295 45.434165401,5.110290963 45.434297584,5.111402571 45.433660224,5.111602731 45.433318159,5.111605497 45.433123782,5.111537436 45.432931837,5.111540202 45.432700999,5.111498293 45.432495726,5.111411121 45.432305373,5.11152897 45.431848308,5.111465268 45.431649573,5.111314896 45.430088108,5.111249434 45.429906305,5.111308107 45.429539094,5.11125329 45.42916459,5.111287404 45.428982619,5.111177098 45.428561931,5.11122236 45.428374261,5.111171985 45.428174688,5.111219091 45.427184366,5.111176763 45.426999377,5.111200316 45.426607523,5.111172237 45.426410297,5.111217918 45.426179459,5.111084394 45.425511422,5.111091526431632 45.425347594483384),(5.102573725088661 45.41998075836516,5.102619259 45.419976432,5.10402876 45.419622213,5.104166307 45.41946413,5.104126828 45.419265898,5.104473 45.418897765,5.104717501 45.418750076,5.104923750126899 45.418544236338434),(5.100348587471887 45.41442944284625,5.100019276 45.413785893,5.099957334 45.413305862,5.100001507 45.413087765,5.10000268 45.412867321,5.10002180974868 45.41281952359833),(5.097463656941678 45.41000294503445,5.097080665 45.409885123,5.0962584 45.409950921,5.096095623 45.409807339,5.096134599 45.409606509,5.096316403 45.409461334,5.096592 45.409336695,5.097122407 45.40926679,5.097395992 45.408867979,5.097478805 45.408656672,5.097750714 45.408530608,5.097994496820445 45.40853105791416),(5.107339382981019 45.40503091466682,5.10738764 45.404953966,5.107036522 45.404640064,5.106607787 45.404108986,5.10659245597715 45.404068290008915),(5.10659245597715 45.404068290008915,5.10646102 45.403719395,5.106546767 45.403132997,5.106617663246142 45.40304837266352),(5.106617663246142 45.40304837266352,5.106750080391952 45.4028903147449),(5.106750080391952 45.4028903147449,5.106815575 45.402812138,5.107022105 45.402700072,5.107184714 45.402514581,5.107149258 45.40233043,5.107365763 45.401758533,5.107370289 45.401543286,5.107667092 45.40098262,5.107702901443244 45.40078785540749),(5.107702901443244 45.40078785540749,5.10770414 45.400781119,5.107795419 45.400601411,5.107715791 45.400430085,5.107423095 45.40039463,5.107172308 45.400443161,5.106821191 45.400427403,5.106546013 45.400522621,5.101972762 45.400719261,5.101707811 45.400650362,5.101138679 45.400630413,5.099795563 45.400190614,5.09926348 45.400212407,5.09900121 45.400141915,5.097937798 45.399214039,5.097935786 45.399007509,5.097830594 45.398616577,5.097843502 45.39843603,5.097821640961487 45.39833495829895),(5.097821640961487 45.39833495829895,5.097803436 45.39825079,5.097608641 45.398133025,5.09547377 45.398058677,5.094334837 45.398181304,5.094101066 45.39825934,5.094335089 45.398369227,5.094572213 45.398269063,5.095691616 45.398193207,5.097821640961487 45.39833495829895),(5.097821640961487 45.39833495829895,5.099070864 45.398418093,5.099911988 45.398733085,5.100211641 45.398779269,5.101003479 45.399100464,5.103383604 45.399414618,5.103620896 45.399528528,5.105295014 45.399963213,5.10556994 45.399910826,5.105833719 45.40000001,5.107245985 45.400192793,5.107744373 45.400356408,5.108017791 45.400391864,5.10783934 45.400530081,5.107702901443244 45.40078785540749),(5.107702901443244 45.40078785540749,5.107326703 45.40149861,5.107221175 45.401900439,5.107118916 45.402113171,5.107051693 45.402360102,5.106811887 45.402727062,5.106750080391952 45.4028903147449),(5.106750080391952 45.4028903147449,5.106727984 45.402948679,5.106617663246142 45.40304837266352),(5.106617663246142 45.40304837266352,5.10651567 45.403140541,5.106448196 45.403327877,5.106422966 45.403726604,5.106464038 45.403931625,5.10659245597715 45.404068290008915),(5.10659245597715 45.404068290008915,5.107082706 45.404590024,5.107347323 45.404913984,5.107586794 45.404981123,5.109291673 45.404266566,5.109548829 45.40426028,5.10982099 45.404177886,5.110441335 45.403797934,5.110518319818292 45.40379168597542),(5.13547106549423 45.39653545416743,5.133359218 45.394332083,5.132376775 45.392954936,5.132181435105883 45.3923742972596),(5.147551301065597 45.38919978987132,5.148507413 45.388174737,5.148573294 45.387995532,5.148704806 45.387814566,5.148792565 45.387638295,5.148643116 45.387463784,5.148431808 45.387355741,5.148299374 45.387193216,5.148455451793514 45.38712989940614),(5.148679054861636 45.38476389242586,5.148543371 45.384735223,5.148559297 45.384331634,5.148460977 45.384154022,5.148543874 45.383940283,5.148662729 45.383755462,5.148875378 45.383634511,5.148853166 45.38344969,5.148602296 45.38312682,5.148357796 45.383024393,5.148176922416987 45.38298434158505),(5.118504294370822 45.37294053130569,5.116476892 45.374543415,5.116400365 45.374726476,5.116642518 45.374875003,5.116795069 45.375027722,5.1170622 45.375156635,5.117040658 45.375544131,5.11680563 45.375620909,5.11623566 45.375437262,5.115973558 45.375524266,5.115696201 45.375864906,5.115558486 45.376689183,5.115189767 45.376968384,5.115051465 45.377127724,5.114756087 45.37783524,5.113902093289762 45.378629170923666),(5.108783855945075 45.38013099915283,5.103530191724685 45.389902866588585))',)]
1166,Grenoble - Saint Nizier par les bords du Drac - 742 - UtagawaVTT.com,0.0,[('SRID=4326;LINESTRING EMPTY',)]
1256,Saint-Pierre-de-Chandieu - Valencin - 9743 - UtagawaVTT.com,0.0013328201095277234,[('SRID=4326;LINESTRING(5.016768737134862 45.63908583372748,5.016705 45.639191,5.0167 45.63934,5.016734557530089 45.639491871250655)',)]
1294,Boucle Vercors depuis Grenoble - Col des 2 Soeurs - 10629 - UtagawaVTT.com,0.013078432514469777,[('SRID=4326;MULTILINESTRING((5.644423447604594 45.022005648614446,5.641675331002975 45.01806582334264),(5.550135787639723 45.07076328420031,5.549907033662386 45.070832522132044),(5.549907033662386 45.070832522132044,5.549879037 45.070840996,5.549938834776082 45.070902199305515),(5.549938834776082 45.070902199305515,5.550010968 45.070976028,5.550189662908953 45.07100962307269),(5.550209536121084 45.07107256993954,5.550184976 45.07108801,5.550033012 45.071035959,5.549938834776082 45.070902199305515),(5.549938834776082 45.070902199305515,5.549899992 45.070847031,5.549907033662386 45.070832522132044),(5.549907033662386 45.070832522132044,5.549967969 45.070706969,5.550120712687132 45.070663191625805),(5.571042359088956 45.11002610622512,5.574878920235718 45.11428350281072))',)]
1344,Communay - Rando de la Rosette - 113 - UtagawaVTT.com,0.01201912206539516,[('SRID=4326;MULTILINESTRING((4.815638425101589 45.61400754706672,4.8155951 45.6139469,4.8154235 45.6135821,4.81534251782537 45.61347901929975),(4.821090397640536 45.61177349154645,4.8211527 45.6116939,4.8213887 45.6115222,4.8214746 45.6114793,4.8217535 45.6113076,4.821869460374137 45.61119170716248),(4.819141494003762 45.59173363981293,4.8190928 45.5917382,4.8189425 45.5917168,4.8187494 45.5916739,4.817664521984454 45.591348364366446),(4.847328013923944 45.56157947985569,4.8473525 45.5617404,4.847374 45.562191,4.8472452 45.5622339,4.8466229 45.5622554,4.8464084 45.5623198,4.846108 45.5625772,4.846054189285351 45.56258393809182))',)]
1372,VTT Chartreuse 2007 - 30 km - 1212 - UtagawaVTT.com,0.010421752358303659,[('SRID=4326;MULTILINESTRING((5.778621725617601 45.437433834714554,5.778636932 45.437466782,5.77889476 45.438000876,5.779077234 45.438369177,5.779716438 45.438736724,5.780191272 45.438941242,5.780307735897241 45.43904790560488),(5.819576750345628 45.47346241292213,5.819561239 45.473423721,5.819393266 45.473079728,5.819255991942577 45.47274137448376),(5.770328584540036 45.46503572403919,5.77039375 45.465023294,5.770344991581138 45.464982503484244))',)]
1394,Les cretes Senepy par  Pierre-Chatel plage - 12626 - UtagawaVTT.com,0.022125005181416486,[('SRID=4326;MULTILINESTRING((5.776737390820663 44.95559349709231,5.776777677082538 44.95557924273115),(5.775130106922903 44.953740843157476,5.775025498 44.953565776,5.774940748096661 44.953541148424215),(5.708639347874958 44.93584983530101,5.709001008 44.935532758,5.709296359 44.935162187,5.709906435 44.934951133,5.70994819398064 44.93492866550211),(5.713254345570135 44.933516791988126,5.713458679 44.933474631,5.713462767126265 44.93348284912116),(5.745790291309164 44.93899215601374,5.745768276 44.939079562,5.745659233089454 44.93921540770614),(5.741504777000597 44.94136848793505,5.74106499 44.941387944,5.740657294 44.941342379,5.740206683 44.941266437,5.739713156 44.94103861,5.739477122 44.940871537,5.739455664 44.940795594,5.739648783 44.940719651,5.73986336 44.940400691,5.739949191 44.940142483,5.740056479 44.939899463,5.740099394 44.939626065,5.73986336 44.939626065,5.740056479 44.939307098,5.740206683 44.939094453,5.740378344 44.938881807,5.740635836 44.93865397,5.740807498 44.938562836,5.740807498 44.93852523589765),(5.738514503184894 44.938577358441165,5.738377053945223 44.93873188653449),(5.768075585490957 44.95289672343959,5.768346302 44.953126553,5.768649969849578 44.95332962398858))',)]
1456,Boucle vers le Peage de Oytier - 14042 - UtagawaVTT.com,0.020508783835123036,[('SRID=4326;MULTILINESTRING((5.05100861065131 45.57061455364276,5.050664 45.570507,5.0506 45.570429,5.050568 45.570305,5.050465 45.570094,5.050362 45.57001,5.050238 45.569957,5.0501 45.56992,5.049971569417515 45.569864581324),(5.036410105462276 45.573775450584485,5.035945 45.57354,5.032562 45.571994,5.032483385935636 45.57195013563075))',)]
1575,Brignoud - Laval - Col du Lautaret - Descente par les Adrets - 16807 - UtagawaVTT.com,0.0,[('SRID=4326;LINESTRING EMPTY',)]
1627,Tour sans Venin par Comboire et voie du tram - 18658 - UtagawaVTT.com,0.0,[('SRID=4326;LINESTRING EMPTY',)]
1678,Boucle le Cheylas - Fort Barraux - 1948 - UtagawaVTT.com,0.0,[('SRID=4326;LINESTRING EMPTY',)]
1787,Tour du Trieves 2008 - 60 km - 2299 - UtagawaVTT.com,0.0016141662221835584,[('SRID=4326;MULTILINESTRING((5.655286046300052 44.89218494516468,5.655441403712037 44.892228988236816),(5.656123145277872 44.89079018374571,5.656354309565038 44.88995129074155))',)]
1860,Grande boucle autour du col de la Luere - 25133 - UtagawaVTT.com,0.0,[('SRID=4326;LINESTRING EMPTY',)]
27,Collines d Oyeu et de Chabons - 1100 - UtagawaVTT.com,0.01699229347920791,[('SRID=4326;MULTILINESTRING((5.473428385790243 45.41339760092946,5.473842164508795 45.41247455609576),(5.435662072976155 45.44379166069256,5.435717 45.443783,5.436099 45.442394,5.438528 45.441917,5.439062405754147 45.44159629933062))',)]
1167,La vallee du Garon - 748 - UtagawaVTT.com,2.8945548258292645e-05,[('SRID=4326;LINESTRING(4.620059956134355 45.665335634056625,4.620053295780129 45.66533324532199)',)]
